Timestamp,What is your main discipline?,What sector do you work in?,What industry does your work related to?,What is your highest level of formal education?,How many years experience do you have working with subsurface data?,Do you think you have conceptual or other biases that impact your work?,Do you publish academic or industry literature?,Do you think there is a reproducibility problem in subsurface geoscience? Reproducibility = the ability to reproduce the results of your own or others' work.,"How much of the geoscience literature, do you think is reproducible? (0 = none, 10 = all)",Have you tried to reproduce your own results at a later date?,If yes please detail.,Have you tried to reproduce others' published results?,If yes please detail.,Have you published (or tried to publish) positive or negative replication findings?,If yes please detail.,Do you regularly write computer code as part of your work?,What practicalities make published results difficult to reproduce? [Access to data],What practicalities make published results difficult to reproduce? [Access to software],What practicalities make published results difficult to reproduce? [Assess to code],What practicalities make published results difficult to reproduce? [Access to journals],What practicalities make published results difficult to reproduce? [Journal standards],What practicalities make published results difficult to reproduce? [Lack of funding for reproducibility studies],What practicalities make published results difficult to reproduce? [Methods undocumented],What practicalities make published results difficult to reproduce? [Confidentiality/copyright issues],Please specify any other factors you think are important?,What factors contribute to irreproducible publications? [Reporting bias],What factors contribute to irreproducible publications? [Poor methodology],What factors contribute to irreproducible publications? [Questionable statistical validity],What factors contribute to irreproducible publications? [Poor/inadequate analysis],What factors contribute to irreproducible publications? [Poor project/experimental design],What factors contribute to irreproducible publications? [Inadequate peer review],What factors contribute to irreproducible publications? [Pressure to publish],What factors contribute to irreproducible publications? [Insufficient mentoring/supervision],What factors contribute to irreproducible publications? [Fraud],Please specify any other factors you think are important?,How could reproducibility be improved by authors? [Publish derived data (e.g. seismic horizons)],How could reproducibility be improved by authors? [Clearer separation of raw data from interpretation],How could reproducibility be improved by authors? [Detailed methods explanation],How could reproducibility be improved by authors? [More robust project/experimental design],How could reproducibility be improved by authors? [Increased statistical understanding],How could reproducibility be improved by authors? [Better teaching and mentoring],How could reproducibility be improved by authors? [Increased collaboration between research groups],How could reproducibility be improved by authors? [Pre-registration of hypotheses to third party (e.g. journal or external researcher)],Please specify any other factors you think are important?,"How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Incentives to publish reproduction studies]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Increased journal standards]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Modified journal correction process]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Incentives for replication studies]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Pre-registration of hypotheses to journal]",Please specify any other factors you think are important?
2020/06/02 1:44:30 PM GMT+1,Geophysics,Academia,"Research, Teaching and Communication;Mining & Quarrying;Hydrogeology;Archeology ",Doctoral (PhD),20+,Yes (sometimes),Yes (sometimes),Unsure,6,Yes,Remeasured samples with different instruments.,No,,No,,Yes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,The â€œnewnessâ€ requirement for publication means there is little appreciation of the importance of reproducing previous results ,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Limited access to difficult to obtain samples,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,No,Pre-registration more likely to lead to what you expect. Need to leave projects open to discovery!,Yes,Maybe,Maybe,Yes,No,"Data repositories and code repositories are good in principle, but mean some science wonâ€™t get done due to data agreements with industry, need to be more flexible than all or nothing!"
2020/06/02 1:59:06 PM GMT+1,Geology & Geophysics,Academia,Mining & Quarrying;Oil & Gas;Environmental Geology and Contaminated Land,Post-Doctoral,Oct-15,Yes (regularly),Yes (regularly),Yes (major),3,No,,Yes,Re-use of mathematical models,No,,No,Often,Often,Rarely,Rarely,Sometimes,Often,Often,Sometimes,The cost of acquiring/processing the data makes it more difficult to give it away,Rarely,Often,Often,Often,Sometimes,Sometimes,Often,Often,Rarely,,No,Maybe,Yes,Maybe,Yes,Maybe,Yes,Maybe,,Yes,Yes,Yes,Yes,Maybe,
2020/06/02 1:59:08 PM GMT+1,Geology & Geophysics,Academia;Industry,Renewable Energy,"Masters (MSci, MSc, MS)",5-Oct,Yes (regularly),Yes (sometimes),Yes (major),2,Yes,"To check out a new method, to compare it to an old one.",,,No,I will be soon! ,Yes,Sometimes,Often,Often,Rarely,Rarely,Sometimes,Often,Often,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Rarely,,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,No,,Yes,Yes,Yes,Yes,No,
2020/06/02 2:06:33 PM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication",Post-Doctoral,5-Oct,Yes (regularly),Yes (regularly),Unsure,7,Yes,"Mostly done as a check to make sure codes are running properly on a new computer, not done that often.",Yes,Done before incorporating additional data from overlapping data sets in order to be able to relate new interpretation to previous interpretations.,No,,No,Rarely,Sometimes,Often,Rarely,Sometimes,Sometimes,Often,Sometimes,"Hardware/software compatibility issues, some codes/software haven't been updated in decades and do not always work with modern hardware.",Sometimes,Often,Rarely,Sometimes,Sometimes,Rarely,Often,Sometimes,Rarely,"If poor methodology does not include poor documentation of methodology, another factor is poor documentation.",Maybe,Maybe,Yes,Yes,Yes,Maybe,Maybe,No,Code should be available in permanent archives and not personal webpages. ,Maybe,Maybe,Yes,Maybe,No,
2020/06/02 2:08:26 PM GMT+1,Geology,Industry,"Research, Teaching and Communication;Mining & Quarrying;Oil & Gas;Engineering Geology;Hydrogeology;Natural Hazards & Risk",,20+,Yes (sometimes),Yes (regularly),Yes (major),1,Yes,I regularly test our software in a wide range of standard projects ,Yes,We have been working hard on trying to  find papers with enough data to replicare assertions. Less than 5% of fault seal papers have the requisite basic data. In many cases artificial Anonymization is occurring. In a moderate number of cases through aggregation of numerous papers we are able to test assertions. General with very poor results,Yes,Recent paper showing that we can not see a basis for sgr in fault seal analysis,Yes,Sometimes,Rarely,Rarely,Rarely,Often,Sometimes,Often,Sometimes,Editors are not requiring authors to provide case studies with appropriate date to replicate assertions. There had been a real issue with grey literature  especially here in Australia and Norway. We have not been able to replicate studies. Pirate site like si-hub.se may help but this is then illegal. ,Often,Often,Often,Often,Often,Often,Often,Often,Often,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"There is a wealth of data in many governments surveys or regulators to provide case studies. Simple maps, with well labeled contours well defined stratigraphy sections, Alan maps and using sequence stratigraphy should be mandatory.",Yes,Yes,Yes,Yes,Yes,"Open review, to stop vested interests road blocking ideas. "
2020/06/02 2:28:44 PM GMT+1,Geophysics,Industry,"Research, Teaching and Communication;Mining & Quarrying;Hydrogeology",Doctoral (PhD),5-Oct,Yes (regularly),Yes (sometimes),Yes (minor),2,Yes,Rerunning results from an old paper in a new framework. ,Yes,"Replicated others work, not reproduced it. Out of a paper on 1D flow equations. ",No,,Yes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Ability to have a conversation in the open about a topic. E.g. discussion next to the results?,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes,No,,Yes,Yes,Maybe,Yes,No,
2020/06/02 2:30:36 PM GMT+1,Geology & Geophysics,Industry,"Research, Teaching and Communication;Oil & Gas",Doctoral (PhD),5-Oct,Yes (regularly),Yes (regularly),Yes (major),1,Yes,"Only possible if extremely rigorous the first time round. Needs to make everything reproducible. Tedious, and doesn't get appreciated.",Yes,Usually not possible.,No,,Yes,Often,Often,Often,Often,Sometimes,Sometimes,Often,Often,,Often,Often,Often,Often,Often,Often,Often,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,,Yes,Yes,Yes,Yes,Maybe,
2020/06/02 2:31:51 PM GMT+1,signal processing & data science,Industry,Oil & Gas,"Bachelors (BSc, BS)",15-20,Yes (regularly),Yes (sometimes),Yes (major),4,No,,No,,No,,Yes,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,,Yes,,,,,,,,,Yes,Yes,Maybe,Yes,Maybe,
2020/06/02 2:32:45 PM GMT+1,Geology,Academia,"Research, Teaching and Communication;Oil & Gas",Post-Doctoral,Oct-15,Unsure,Yes (regularly),Yes (minor),3,No,,No,,No,,No,Often,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Often,"I deal with seismic data. I feel that when people publish papers using publically-available datasets they should also provide the horizons, faults etc they have mapped. I appreciate this cannot happen with proprietary seismic. Beyond that, and making sure methods are clear, Iâ€™m not sure what else is possible or likely.",Sometimes,Often,Rarely,Sometimes,Sometimes,Often,Often,Often,Rarely,,Yes,,,,,,,,,Maybe,Yes,Maybe,Maybe,Maybe,
2020/06/02 2:37:12 PM GMT+1,Geophysics,Industry,"Research, Teaching and Communication;Mining & Quarrying","Masters (MSci, MSc, MS)",20+,Yes (sometimes),Yes (sometimes),Yes (major),3,Yes,reports and papers don't always capture the details of filters applied to data or the control parameters used in a particular piece of software. This can make reproducing the results impossible,Yes,"many papers leave out details of a particular step in order to ""protect"" a method. This is very frustrating. Also including endless details in a paper is not interesting for many readers. But important for someone wanting to use the method in their own work.",No,,Yes,Often,Often,Often,Sometimes,Sometimes,,Often,Often,,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,,Yes,Yes,Yes,Yes,Maybe,
2020/06/02 2:39:07 PM GMT+1,Geology & Geophysics,Industry,Oil & Gas,Doctoral (PhD),Oct-15,Yes (sometimes),Yes (regularly),Yes (minor),7,No,,Yes,,No,,No,Often,Often,Rarely,Rarely,Rarely,Often,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,,Maybe,Yes,Yes,Maybe,Maybe,Maybe,Yes,No,,Yes,Maybe,Maybe,Maybe,No,
2020/06/02 2:41:34 PM GMT+1,Geology,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",5-Oct,Yes (sometimes),Yes (sometimes),Unsure,7,No,,No,,No,,No,Often,Often,Often,Rarely,Rarely,Sometimes,Often,Often,,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,Maybe,,No,No,Maybe,Yes,Yes,
2020/06/02 2:46:30 PM GMT+1,Geology,Academia,"Research, Teaching and Communication;Oil & Gas;Environmental Geology and Contaminated Land;Hydrogeology;Natural Hazards & Risk",Doctoral (PhD),Oct-15,Yes (sometimes),Yes (regularly),Yes (minor),7,Yes,Seismic reflection data. Interpreted for PhD. Lost interpretations. Reinterpreted about ten years later.,Yes,Taken data from published horizon and horizon maps to compare/use in subsurface project.,No,,No,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,,,,,,,,,,,,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes,No,,,,,,,
2020/06/02 2:47:18 PM GMT+1,Geology & Geophysics,Industry,Mining & Quarrying;Oil & Gas,Doctoral (PhD),15-20,Yes (regularly),Yes (sometimes),Yes (major),3,Yes,"Only when trying to publish dissertation research many years after graduating. 

Thankfully, all of the key data had been exported to common formats and all of the key analysis was in relatively portable code with tests. Therefore, updating things to work with core language changes and many underling library changes was straightforward, albeit not trivial. If I hadn't been in the habit of writing tests 12 years ago when I originally did the analysis, it would have been much harder. 

However, I was completely unable to open any of the interpretation projects, and was only able to use my underlying horizon/fault interpretations because I had either exported them or reverse engineered the binary proprietary formats they were stored in.",Yes,"I've mostly tried to reproduce results when implementing published methods in software of some sort. I've actually been surprised how frequently that's been possible. However, access to data was not a hurdle, and it's the primary reason for a lack of reproducibility in most cases, i.m.o. Methods papers also tend to, by definition, focus on clearly defining methods and showing examples using small well-defined example datasets.",No,,Yes,Often,Sometimes,Often,Sometimes,Rarely,Sometimes,Sometimes,Often,,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,,Yes,Maybe,Yes,Maybe,Maybe,Yes,Yes,No,,Yes,Maybe,Maybe,Yes,No,
2020/06/02 2:48:04 PM GMT+1,Geology,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",Oct-15,Yes (sometimes),Yes (sometimes),Yes (major),3,Yes,I often have to maintain or reproduce results for people who work assets after me.,No,,No,,Yes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Code environments (i.e. package versions and such) can make reproducing code based research very difficult as well.,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Use docker (or equivalent) to preserve the environment for code based studies,Yes,Yes,Maybe,Yes,Yes,
2020/06/02 2:48:28 PM GMT+1,Geophysics,Academia,Oil & Gas,Post-Doctoral,Oct-15,Yes (sometimes),Yes (regularly),Yes (major),1,Yes,My publications are since a few years entirely reproducible with all data and code on GitHub. I go regularly back to an old notebook to pick up some work.,Yes,"For my code developments I try to reproduce other results, also for repro-zoo, https://github.com/seg/repro-zoo-2018.",Yes,"Improvements to existing methods, where I first reproduced the existing method.",Yes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Authors do not sufficiently explain their inputs.,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Rarely,,Yes;Maybe,Maybe,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,,Yes,Yes,Yes,Yes,Maybe,
2020/06/02 2:50:05 PM GMT+1,Geology & Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",15-20,Yes (sometimes),Yes (sometimes),Yes (major),3,Yes,,Yes,,No,,Yes,Often,Sometimes,Often,Rarely,Rarely,Sometimes,Often,Often,,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Maybe,Yes,Maybe,
2020/06/02 2:50:37 PM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication",Doctoral (PhD),5-Oct,Yes (sometimes),Yes (regularly),Yes (minor),2,No,,Yes,In a way. Geological mapping / field observations made in an area previously published on,No,,No,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Often,Sometimes,I guess a key problem is that field observations / seismic interpretation are subjective.,Rarely,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,,Yes,Maybe,Maybe,No,Maybe,Maybe,Maybe,No,,Yes,No,Maybe,Yes,Maybe,
2020/06/02 2:59:16 PM GMT+1,Geophysics,Academia;Industry,Oil & Gas;Renewable Energy,Doctoral (PhD),5-Oct,Yes (sometimes),Yes (regularly),Yes (major),2,Yes,I have tried to recreate past numerical model results as I use and develop new codes. This is not always successful.,Yes,"When reviewing articles, when I can (which is rare), I try to recreate the model scenarios to test the results. If the code is open source I have sometimes tried to recreate the results.",No,,Yes,Often,Often,Often,Often,Rarely,Often,Sometimes,Rarely,It is not treated as being important.,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,People just don't do it.,Yes,Yes,Maybe,Maybe,Yes,Yes,Maybe,No,,Yes,Maybe,Yes,Yes,No,"A generation of managers need to recognise the importance of reproducibility, as is recognised in DevOps and software engineering."
2020/06/02 3:07:30 PM GMT+1,Geophysics,Academia,"Research, Teaching and Communication",Post-Doctoral,20+,Unsure,Yes (regularly),No,10,Yes,,Yes,,No,,Yes,,,Often,,,,Often,Often,,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Often,Rarely,Often,,No,No,Yes,No,Yes,No,No,No,,No,Yes,No,No,No,
2020/06/02 3:10:06 PM GMT+1,Geophysics,Academia,Oil & Gas,Doctoral (PhD),5-Oct,Yes (regularly),Yes (regularly),Yes (major),1,Yes,Reviews,Yes,Reproduce neural network work,No,,Yes,Often,Often,Often,Often,Often,Often,Sometimes,Rarely,,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Rarely,,Yes,Yes,No,Maybe,Yes,Maybe,Maybe,Maybe,,Yes,Maybe,Yes,Yes,Maybe,
2020/06/02 3:10:44 PM GMT+1,Geology & Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",0-5,No,No,Yes (minor),6,No,,Yes,I hav tried several papers but results are mor as expected,No,,Yes,Often,Rarely,Often,Sometimes,Sometimes,Rarely,Often,Sometimes,,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Rarely,,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,Maybe,,Yes,Yes,Yes,Yes,Yes,
2020/06/02 3:27:21 PM GMT+1,Geophysics,Industry,"Research, Teaching and Communication;Oil & Gas","Masters (MSci, MSc, MS)",Oct-15,Yes (regularly),Yes (sometimes),Yes (major),1,No,,No,,No,,Yes,Often,Often,Often,Often,Rarely,Often,Often,Often,,Sometimes,Sometimes,Rarely,Rarely,Rarely,Often,Sometimes,Rarely,Sometimes,,Yes,Yes,Yes,Yes,Maybe,Maybe,No,Yes,,Maybe,Yes,Yes,Yes,Yes,
2020/06/02 3:34:12 PM GMT+1,Geology,Government,"Research, Teaching and Communication;Oil & Gas;Hydrogeology",Post-Doctoral,5-Oct,Yes (regularly),Yes (regularly),Yes (major),2,No,,Yes,Reproduction of numerical methods from papers without associated code or unreleased code,No,,Yes,Often,Often,Often,Sometimes,Often,Often,Often,Often,,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,No,,Yes,Yes,Maybe,Yes,No,
2020/06/02 3:40:26 PM GMT+1,Planetary Science,Academia,"Research, Teaching and Communication","Masters (MSci, MSc, MS)",0-5,Yes (regularly),Yes (regularly),Yes (major),2,Yes,"I use open source modeling code that makes runs repeatable/traceable from origin, but not from scratch I suppose.",No,,No,,Yes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,most subsurface codes are not open or are impossible to build/compile. as an outsider using subsurface methods it seems that most roll their own code or use expensive software that no one but oil and gas people have access to,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,no way to run someones else's model themselves ,Maybe,Maybe,Yes,Yes,Yes,Yes,Maybe,No,,Yes,Maybe,Yes,Yes,No,
2020/06/02 4:00:18 PM GMT+1,Geophysics,Industry,Oil & Gas,"Bachelors (BSc, BS)",5-Oct,Yes (sometimes),No,Yes (major),2,No,,No,,No,,Yes,Often,Sometimes,Often,Often,Rarely,Sometimes,Sometimes,Often,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,Maybe,No,,Yes,Maybe,Maybe,Yes,Maybe,
2020/06/02 4:12:29 PM GMT+1,Geology & Geophysics,Academia,Oil & Gas,Post-Doctoral,20+,Yes (sometimes),Yes (regularly),Yes (minor),6,Yes,Testing legacy mapping using more recent data usually yield higher definition maps and sometimes this causes interpretations to change,Yes,Occasionally test the interp in submitted or published papers and sometimes find theyâ€™re off on one!,Yes,I tested borehole estimates of exhumation against seismic estimates and came in a lot lower. Not really a like for like test but still kicked up a stink. Have published some negative tests of whether sandstone intrusions are controlled by polygonal faults which went against prevailing published models on the same and nearby datasets,No,Sometimes,,,,Often,Often,Often,,Sometimes authors fail to adequately document mapped surfaces and attributes leading to a middle of what is being shown and thus impossible to reproduce exactly,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Iâ€™m hoping incompetence is more prevalent than fraud,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,,Maybe,Yes,Yes,Maybe,Maybe,
